gene	symbol	cg	id	trx	species	coverage	omega	dN	dS
FBgn0004870_FBtr0072642	bab1	CG9097	FBgn0004870	FBtr0072642	Dmel_Dsim	97.748	0.1044	0.0149	0.1432
FBgn0004872_FBtr0340227	piwi	CG6122	FBgn0004872	FBtr0340227	Dmel_Dsim	100.000	0.1126	0.0153	0.1356
FBgn0004875_FBtr0333208	enc	CG10847	FBgn0004875	FBtr0333208	Dmel_Dsim	98.766	0.0832	0.0073	0.0878
FBgn0004876_FBtr0083716	cdi	CG6027	FBgn0004876	FBtr0083716	Dmel_Dsim	99.101	0.0653	0.0050	0.0767
FBgn0004878_FBtr0078725	cas	CG2102	FBgn0004878	FBtr0078725	Dmel_Dsim	98.739	0.0592	0.0088	0.1483
FBgn0004880_FBtr0333136	scrt	CG1130	FBgn0004880	FBtr0333136	Dmel_Dsim	98.702	0.0398	0.0034	0.0844
FBgn0004882_FBtr0084384	orb	CG10868	FBgn0004882	FBtr0084384	Dmel_Dsim	98.366	0.1658	0.0171	0.1030
FBgn0004885_FBtr0084689	tok	CG6863	FBgn0004885	FBtr0084689	Dmel_Dsim	100.000	0.0340	0.0058	0.1717
FBgn0004888_FBtr0073151	Scsalpha	CG1065	FBgn0004888	FBtr0073151	Dmel_Dsim	100.000	0.0010	0.0001	0.0707
FBgn0004889_FBtr0082187	tws	CG6235	FBgn0004889	FBtr0082187	Dmel_Dsim	100.000	0.0147	0.0008	0.0562
FBgn0004892_FBtr0077558	sob	CG3242	FBgn0004892	FBtr0077558	Dmel_Dsim	99.135	0.1046	0.0082	0.0780
FBgn0004893_FBtr0307029	bowl	CG10021	FBgn0004893	FBtr0307029	Dmel_Dsim	100.000	0.0282	0.0032	0.1151
FBgn0004895_FBtr0309789	fd64A	CG1132	FBgn0004895	FBtr0309789	Dmel_Dsim	99.049	0.0858	0.0154	0.1798
FBgn0004896_FBtr0071898	fd59A	CG3668	FBgn0004896	FBtr0071898	Dmel_Dsim	100.000	0.0573	0.0076	0.1330
FBgn0004897_FBtr0339246	fd96Ca	CG11921	FBgn0004897	FBtr0339246	Dmel_Dsim	100.000	0.0479	0.0046	0.0958
FBgn0004898_FBtr0084771	fd96Cb	CG11922	FBgn0004898	FBtr0084771	Dmel_Dsim	100.000	0.0249	0.0033	0.1320
FBgn0004901_FBtr0081764	Prat	CG2867	FBgn0004901	FBtr0081764	Dmel_Dsim	99.542	0.0427	0.0052	0.1213
FBgn0004903_FBtr0100337	Rb97D	CG6354	FBgn0004903	FBtr0100337	Dmel_Dsim	98.093	0.2413	0.0205	0.0851
FBgn0004908_FBtr0081838	Arl2	CG7435	FBgn0004908	FBtr0081838	Dmel_Dsim	100.000	0.0440	0.0076	0.1734
FBgn0004910_FBtr0073174	Eip63F-1	CG15855	FBgn0004910	FBtr0073174	Dmel_Dsim	100.000	0.0010	0.0000	0.0057
FBgn0004913_FBtr0100159	Gnf1	CG1119	FBgn0004913	FBtr0100159	Dmel_Dsim	98.214	0.1640	0.0212	0.1294
FBgn0004914_FBtr0079748	Hnf4	CG9310	FBgn0004914	FBtr0079748	Dmel_Dsim	96.631	0.1712	0.0244	0.1427
FBgn0004915_FBtr0080025	TfIIB	CG5193	FBgn0004915	FBtr0080025	Dmel_Dsim	100.000	0.0010	0.0001	0.0906
FBgn0004919_FBtr0300179	gol	CG2679	FBgn0004919	FBtr0300179	Dmel_Dsim	97.565	0.1817	0.0147	0.0809
FBgn0004921_FBtr0088647	Ggamma1	CG8261	FBgn0004921	FBtr0088647	Dmel_Dsim	100.000	0.0123	0.0057	0.4679
FBgn0004926_FBtr0075968	eIF-2beta	CG4153	FBgn0004926	FBtr0075968	Dmel_Dsim	100.000	0.1408	0.0068	0.0483
FBgn0004956_FBtr0074581	os	CG5993	FBgn0004956	FBtr0074581	Dmel_Dsim	98.792	0.0498	0.0085	0.1704
FBgn0004957_FBtr0333247	por	CG6205	FBgn0004957	FBtr0333247	Dmel_Dsim	100.000	0.1631	0.0206	0.1265
FBgn0005198_FBtr0074819	gig	CG6975	FBgn0005198	FBtr0074819	Dmel_Dsim	99.838	0.0374	0.0053	0.1428
FBgn0005278_FBtr0089429	Sam-S	CG2674	FBgn0005278	FBtr0089429	Dmel_Dsim	100.000	0.0200	0.0022	0.1106
FBgn0005322_FBtr0080065	nmd	CG5395	FBgn0005322	FBtr0080065	Dmel_Dsim	100.000	0.2177	0.0121	0.0557
FBgn0005355_FBtr0082665	Su(fu)	CG6054	FBgn0005355	FBtr0082665	Dmel_Dsim	98.326	0.0235	0.0048	0.2024
FBgn0005386_FBtr0306009	ash1	CG8887	FBgn0005386	FBtr0306009	Dmel_Dsim	100.000	0.0950	0.0114	0.1197
FBgn0005390_FBtr0070892	fs(1)M3	CG4790	FBgn0005390	FBtr0070892	Dmel_Dsim	99.810	0.2113	0.0211	0.0997
FBgn0005391_FBtr0339648	Yp2	CG2979	FBgn0005391	FBtr0339648	Dmel_Dsim	100.000	0.0690	0.0065	0.0948
FBgn0005411_FBtr0307176	U2af50	CG9998	FBgn0005411	FBtr0307176	Dmel_Dsim	98.478	0.0278	0.0032	0.1152
FBgn0005533_FBtr0076479	RpS17	CG3922	FBgn0005533	FBtr0076479	Dmel_Dsim	100.000	0.0010	0.0000	0.0453
FBgn0005536_FBtr0308215	Mbs	CG32156	FBgn0005536	FBtr0308215	Dmel_Dsim	95.414	0.1072	0.0078	0.0724
FBgn0005558_FBtr0100396	ey	CG1464	FBgn0005558	FBtr0100396	Dmel_Dsim	99.722	0.1808	0.0118	0.0651
FBgn0005561_FBtr0089327	sv	CG11049	FBgn0005561	FBtr0089327	Dmel_Dsim	99.231	0.2502	0.0215	0.0858
FBgn0005564_FBtr0112853	Shal	CG9262	FBgn0005564	FBtr0112853	Dmel_Dsim	99.212	0.0172	0.0015	0.0854
FBgn0005585_FBtr0082103	Crc	CG9429	FBgn0005585	FBtr0082103	Dmel_Dsim	100.000	0.0141	0.0010	0.0741
FBgn0005586_FBtr0088257	Rab3	CG7576	FBgn0005586	FBtr0088257	Dmel_Dsim	100.000	0.0010	0.0001	0.1158
FBgn0005590_FBtr0081261	scw	CG31695	FBgn0005590	FBtr0081261	Dmel_Dsim	100.000	0.1118	0.0131	0.1174
FBgn0005592_FBtr0075778	btl	CG32134	FBgn0005592	FBtr0075778	Dmel_Dsim	100.000	0.1021	0.0098	0.0959
FBgn0005593_FBtr0079946	RpL7	CG4897	FBgn0005593	FBtr0079946	Dmel_Dsim	100.000	0.0660	0.0060	0.0916
FBgn0005612_FBtr0343282	Sox14	CG3090	FBgn0005612	FBtr0343282	Dmel_Dsim	99.553	0.2554	0.0124	0.0487
FBgn0005616_FBtr0077571	msl-2	CG3241	FBgn0005616	FBtr0077571	Dmel_Dsim	95.985	0.2617	0.0419	0.1602
FBgn0005619_FBtr0088333	Hdc	CG3454	FBgn0005619	FBtr0088333	Dmel_Dsim	100.000	0.0588	0.0078	0.1321
FBgn0005624_FBtr0345375	Psc	CG3886	FBgn0005624	FBtr0345375	Dmel_Dsim	97.677	0.1262	0.0117	0.0929
FBgn0005626_FBtr0345585	ple	CG10118	FBgn0005626	FBtr0345585	Dmel_Dsim	100.000	0.0264	0.0022	0.0816
FBgn0005631_FBtr0071922	robo1	CG13521	FBgn0005631	FBtr0071922	Dmel_Dsim	97.968	0.0197	0.0023	0.1157
FBgn0005632_FBtr0085843	faf	CG1945	FBgn0005632	FBtr0085843	Dmel_Dsim	99.334	0.1326	0.0130	0.0982
FBgn0005633_FBtr0074910	fln	CG7445	FBgn0005633	FBtr0074910	Dmel_Dsim	100.000	0.0010	0.0000	0.0154
FBgn0005638_FBtr0072272	slbo	CG4354	FBgn0005638	FBtr0072272	Dmel_Dsim	96.222	0.1110	0.0402	0.3623
FBgn0005642_FBtr0085356	wdn	CG1454	FBgn0005642	FBtr0085356	Dmel_Dsim	100.000	0.0502	0.0047	0.0940
FBgn0005648_FBtr0088785	Pabp2	CG2163	FBgn0005648	FBtr0088785	Dmel_Dsim	97.162	0.0265	0.0039	0.1490
FBgn0005659_FBtr0085224	Ets98B	CG5583	FBgn0005659	FBtr0085224	Dmel_Dsim	100.000	0.0396	0.0050	0.1267
FBgn0005666_FBtr0301340	bt	CG32019	FBgn0005666	FBtr0301340	Dmel_Dsim	99.660	0.1044	0.0107	0.1027
FBgn0005670_FBtr0070428	Cyp4d1	CG3656	FBgn0005670	FBtr0070428	Dmel_Dsim	100.000	0.0250	0.0040	0.1587
FBgn0005671_FBtr0082670	Vha55	CG17369	FBgn0005671	FBtr0082670	Dmel_Dsim	100.000	0.0201	0.0009	0.0447
FBgn0005672_FBtr0081267	spi	CG10334	FBgn0005672	FBtr0081267	Dmel_Dsim	100.000	0.0265	0.0037	0.1402
FBgn0005674_FBtr0084511	Aats-glupro	CG5394	FBgn0005674	FBtr0084511	Dmel_Dsim	99.650	0.0840	0.0092	0.1101
FBgn0005677_FBtr0080876	dac	CG4952	FBgn0005677	FBtr0080876	Dmel_Dsim	99.676	0.0196	0.0013	0.0637
FBgn0005683_FBtr0333490	pie	CG5354	FBgn0005683	FBtr0333490	Dmel_Dsim	98.116	0.2117	0.0331	0.1561
FBgn0005695_FBtr0088710	gcl	CG8411	FBgn0005695	FBtr0088710	Dmel_Dsim	100.000	0.0177	0.0023	0.1299
FBgn0005771_FBtr0342913	noc	CG4491	FBgn0005771	FBtr0342913	Dmel_Dsim	100.000	0.0548	0.0037	0.0676
FBgn0005775_FBtr0073375	Con	CG7503	FBgn0005775	FBtr0073375	Dmel_Dsim	99.638	0.0286	0.0037	0.1309
FBgn0005777_FBtr0082129	PpD3	CG8402	FBgn0005777	FBtr0082129	Dmel_Dsim	100.000	0.0903	0.0066	0.0730
FBgn0005778_FBtr0071806	PpD5	CG10138	FBgn0005778	FBtr0071806	Dmel_Dsim	99.133	0.0481	0.0065	0.1351
FBgn0005779_FBtr0077660	PpD6	CG8822	FBgn0005779	FBtr0077660	Dmel_Dsim	99.256	0.1394	0.0231	0.1655
FBgn0008635_FBtr0074576	betaCOP	CG6223	FBgn0008635	FBtr0074576	Dmel_Dsim	100.000	0.0065	0.0009	0.1336
FBgn0008636_FBtr0071556	hbn	CG33152	FBgn0008636	FBtr0071556	Dmel_Dsim	98.544	0.0292	0.0022	0.0755
FBgn0008646_FBtr0082880	E5	CG9930	FBgn0008646	FBtr0082880	Dmel_Dsim	98.482	0.0656	0.0053	0.0801
FBgn0008651_FBtr0332438	lbl	CG6570	FBgn0008651	FBtr0332438	Dmel_Dsim	99.272	0.0900	0.0131	0.1454
FBgn0010014_FBtr0308348	CanB	CG4209	FBgn0010014	FBtr0308348	Dmel_Dsim	100.000	0.0022	0.0093	4.1692
FBgn0010015_FBtr0085732	CanA1	CG1455	FBgn0010015	FBtr0085732	Dmel_Dsim	99.599	0.0330	0.0027	0.0829
FBgn0010019_FBtr0070099	Cyp4g1	CG3972	FBgn0010019	FBtr0070099	Dmel_Dsim	100.000	0.0068	0.0008	0.1128
FBgn0010039_FBtr0082570	GstD3	CG4381	FBgn0010039	FBtr0082570	Dmel_Dsim	95.814	0.1218	0.0188	0.1548
FBgn0010043_FBtr0082574	GstD7	CG4371	FBgn0010043	FBtr0082574	Dmel_Dsim	74.828	0.2555	0.0418	0.1638
FBgn0010044_FBtr0082575	GstD8	CG4421	FBgn0010044	FBtr0082575	Dmel_Dsim	100.000	0.0451	0.0094	0.2078
FBgn0010051_FBtr0078687	Itp-r83A	CG1063	FBgn0010051	FBtr0078687	Dmel_Dsim	100.000	0.0180	0.0028	0.1554
FBgn0010052_FBtr0301751	Jhe	CG8425	FBgn0010052	FBtr0301751	Dmel_Dsim	100.000	0.1331	0.0153	0.1152
FBgn0010053_FBtr0086625	Jheh1	CG15101	FBgn0010053	FBtr0086625	Dmel_Dsim	100.000	0.0678	0.0111	0.1639
FBgn0010078_FBtr0071897	RpL23	CG3661	FBgn0010078	FBtr0071897	Dmel_Dsim	100.000	0.0010	0.0000	0.0317
FBgn0010097_FBtr0332572	gammaTub37C	CG17566	FBgn0010097	FBtr0332572	Dmel_Dsim	100.000	0.0010	0.0001	0.1478
FBgn0010100_FBtr0346587	Acon	CG9244	FBgn0010100	FBtr0346587	Dmel_Dsim	100.000	0.0186	0.0022	0.1173
FBgn0010105_FBtr0333023	comm	CG17943	FBgn0010105	FBtr0333023	Dmel_Dsim	100.000	0.1425	0.0064	0.0447
FBgn0010109_FBtr0088803	dpn	CG8704	FBgn0010109	FBtr0088803	Dmel_Dsim	100.000	0.0291	0.0039	0.1344
FBgn0010114_FBtr0088607	hig	CG2040	FBgn0010114	FBtr0088607	Dmel_Dsim	99.739	0.0272	0.0022	0.0818
FBgn0010173_FBtr0081867	RpA-70	CG9633	FBgn0010173	FBtr0081867	Dmel_Dsim	100.000	0.0461	0.0037	0.0812
FBgn0010194_FBtr0074623	Wnt5	CG6407	FBgn0010194	FBtr0074623	Dmel_Dsim	98.000	0.0380	0.0031	0.0825
FBgn0010197_FBtr0112856	Gyc32E	CG33114	FBgn0010197	FBtr0112856	Dmel_Dsim	100.000	0.0304	0.0046	0.1504
FBgn0010198_FBtr0073793	RpS15Aa	CG2033	FBgn0010198	FBtr0073793	Dmel_Dsim	100.000	0.0010	0.0002	0.2101
FBgn0010213_FBtr0345492	Sod2	CG8905	FBgn0010213	FBtr0345492	Dmel_Dsim	100.000	0.0335	0.0036	0.1090
FBgn0010215_FBtr0070038	alpha-Cat	CG17947	FBgn0010215	FBtr0070038	Dmel_Dsim	100.000	0.0010	0.0001	0.1032
FBgn0010217_FBtr0333672	ATPsynbeta	CG11154	FBgn0010217	FBtr0333672	Dmel_Dsim	84.344	0.0010	0.0001	0.0688
FBgn0010220_FBtr0088564	Dbp45A	CG12759	FBgn0010220	FBtr0088564	Dmel_Dsim	99.241	0.1065	0.0140	0.1315
FBgn0010222_FBtr0081996	Nmdmc	CG18466	FBgn0010222	FBtr0081996	Dmel_Dsim	93.305	0.0220	0.0029	0.1299
FBgn0010223_FBtr0075354	Galphaf	CG12232	FBgn0010223	FBtr0075354	Dmel_Dsim	99.129	0.1207	0.0329	0.2723
FBgn0010225_FBtr0078969	Gel	CG1106	FBgn0010225	FBtr0078969	Dmel_Dsim	100.000	0.1730	0.0173	0.0999
FBgn0010226_FBtr0333551	GstS1	CG8938	FBgn0010226	FBtr0333551	Dmel_Dsim	99.000	0.2783	0.0071	0.0256
FBgn0010228_FBtr0071673	HmgZ	CG17921	FBgn0010228	FBtr0071673	Dmel_Dsim	100.000	0.0010	0.0001	0.1175
FBgn0010235_FBtr0331555	Klc	CG5433	FBgn0010235	FBtr0331555	Dmel_Dsim	97.917	0.0010	0.0000	0.0473
FBgn0010238_FBtr0087933	Lac	CG12369	FBgn0010238	FBtr0087933	Dmel_Dsim	100.000	0.0010	0.0001	0.1094
FBgn0010240_FBtr0074129	Lcch3	CG17336	FBgn0010240	FBtr0074129	Dmel_Dsim	100.000	0.0133	0.0010	0.0723
FBgn0010241_FBtr0087537	Mdr50	CG8523	FBgn0010241	FBtr0087537	Dmel_Dsim	100.000	0.0974	0.0111	0.1144
FBgn0010258_FBtr0082853	Rbp4	CG9654	FBgn0010258	FBtr0082853	Dmel_Dsim	97.313	0.4448	0.0893	0.2007
FBgn0010265_FBtr0100541	RpS13	CG13389	FBgn0010265	FBtr0100541	Dmel_Dsim	100.000	0.0656	0.0054	0.0828
FBgn0010269_FBtr0071313	Dsor1	CG15793	FBgn0010269	FBtr0071313	Dmel_Dsim	100.000	0.0642	0.0084	0.1300
FBgn0010278_FBtr0072242	Ssrp	CG4817	FBgn0010278	FBtr0072242	Dmel_Dsim	99.654	0.0215	0.0033	0.1545
FBgn0010282_FBtr0081719	TfIIFalpha	CG10281	FBgn0010282	FBtr0081719	Dmel_Dsim	100.000	0.0291	0.0051	0.1746
FBgn0010287_FBtr0079542	Trf	CG7562	FBgn0010287	FBtr0079542	Dmel_Dsim	100.000	0.0218	0.0039	0.1790
FBgn0010288_FBtr0077844	Uch	CG4265	FBgn0010288	FBtr0077844	Dmel_Dsim	100.000	0.1969	0.0259	0.1314
FBgn0010292_FBtr0071090	bys	CG1430	FBgn0010292	FBtr0071090	Dmel_Dsim	100.000	0.0521	0.0087	0.1680
FBgn0010296_FBtr0070538	ng4	CG10789	FBgn0010296	FBtr0070538	Dmel_Dsim	100.000	0.0728	0.0091	0.1244
FBgn0010300_FBtr0336627	brat	CG10719	FBgn0010300	FBtr0336627	Dmel_Dsim	98.071	0.0225	0.0021	0.0953
FBgn0010303_FBtr0073747	hep	CG4353	FBgn0010303	FBtr0073747	Dmel_Dsim	98.863	0.0946	0.0077	0.0814
FBgn0010309_FBtr0081194	pigeon	CG10739	FBgn0010309	FBtr0081194	Dmel_Dsim	100.000	0.0460	0.0060	0.1301
FBgn0010313_FBtr0345141	corto	CG2530	FBgn0010313	FBtr0345141	Dmel_Dsim	60.190	0.1126	1.2888	dS
FBgn0010314_FBtr0079799	Cks30A	CG3738	FBgn0010314	FBtr0079799	Dmel_Dsim	100.000	0.0010	0.0002	0.2172
FBgn0010315_FBtr0300393	CycD	CG9096	FBgn0010315	FBtr0300393	Dmel_Dsim	99.376	0.0742	0.0089	0.1199
FBgn0010316_FBtr0088469	dap	CG1772	FBgn0010316	FBtr0088469	Dmel_Dsim	98.776	0.1122	0.0132	0.1175
FBgn0010317_FBtr0073127	CycJ	CG10308	FBgn0010317	FBtr0073127	Dmel_Dsim	97.938	0.3277	0.0362	0.1105
FBgn0010323_FBtr0343221	Gsc	CG2851	FBgn0010323	FBtr0343221	Dmel_Dsim	94.080	0.0118	0.0011	0.0902
FBgn0010328_FBtr0112857	woc	CG5965	FBgn0010328	FBtr0112857	Dmel_Dsim	99.122	0.0754	0.0088	0.1170
FBgn0010329_FBtr0340409	Tbh	CG1543	FBgn0010329	FBtr0340409	Dmel_Dsim	98.358	0.0185	0.0046	0.2493
FBgn0010339_FBtr0087976	128up	CG8340	FBgn0010339	FBtr0087976	Dmel_Dsim	100.000	0.0086	0.0012	0.1351
FBgn0010340_FBtr0337095	140up	CG9852	FBgn0010340	FBtr0337095	Dmel_Dsim	100.000	0.1159	0.0172	0.1484
FBgn0010341_FBtr0074751	Cdc42	CG12530	FBgn0010341	FBtr0074751	Dmel_Dsim	100.000	0.0373	0.0022	0.0586
FBgn0010342_FBtr0088530	Map60	CG1825	FBgn0010342	FBtr0088530	Dmel_Dsim	99.321	0.0705	0.0072	0.1015
FBgn0010348_FBtr0078573	Arf79F	CG8385	FBgn0010348	FBtr0078573	Dmel_Dsim	100.000	0.0010	0.0001	0.0639
FBgn0010350_FBtr0346546	CdsA	CG7962	FBgn0010350	FBtr0346546	Dmel_Dsim	100.000	0.0084	0.0010	0.1150
FBgn0010352_FBtr0112860	Nc73EF	CG11661	FBgn0010352	FBtr0112860	Dmel_Dsim	98.836	0.1430	0.0152	0.1064
FBgn0010355_FBtr0304903	Taf1	CG17603	FBgn0010355	FBtr0304903	Dmel_Dsim	98.369	0.0467	0.0063	0.1356
FBgn0010356_FBtr0088240	Taf5	CG7704	FBgn0010356	FBtr0088240	Dmel_Dsim	100.000	0.0532	0.0050	0.0944
FBgn0010358_FBtr0088124	deltaTry	CG12351	FBgn0010358	FBtr0088124	Dmel_Dsim	100.000	0.2638	0.0353	0.1339
FBgn0010359_FBtr0088159	gammaTry	CG30028	FBgn0010359	FBtr0088159	Dmel_Dsim	100.000	0.2638	0.0353	0.1339
FBgn0010379_FBtr0083228	Akt1	CG4006	FBgn0010379	FBtr0083228	Dmel_Dsim	93.208	0.0293	0.0025	0.0849
FBgn0010381_FBtr0073073	Drs	CG10810	FBgn0010381	FBtr0073073	Dmel_Dsim	100.000	0.0010	0.0000	0.0000
FBgn0010383_FBtr0074610	Cyp18a1	CG6816	FBgn0010383	FBtr0074610	Dmel_Dsim	100.000	0.0180	0.0030	0.1644
FBgn0010385_FBtr0088432	Def	CG1385	FBgn0010385	FBtr0088432	Dmel_Dsim	100.000	0.1166	0.0144	0.1238
FBgn0010387_FBtr0076915	Dbi	CG8627	FBgn0010387	FBtr0076915	Dmel_Dsim	100.000	0.0255	0.0044	0.1720
FBgn0010388_FBtr0309055	Dro	CG10816	FBgn0010388	FBtr0309055	Dmel_Dsim	100.000	0.2781	0.0297	0.1066
FBgn0010389_FBtr0083550	htl	CG7223	FBgn0010389	FBtr0083550	Dmel_Dsim	99.588	0.0135	0.0025	0.1816
FBgn0010397_FBtr0333166	LamC	CG10119	FBgn0010397	FBtr0333166	Dmel_Dsim	100.000	0.0944	0.0091	0.0959
FBgn0010398_FBtr0331671	Lrr47	CG6098	FBgn0010398	FBtr0331671	Dmel_Dsim	100.000	0.1896	0.0281	0.1483
FBgn0010399_FBtr0078763	Nmdar1	CG2902	FBgn0010399	FBtr0078763	Dmel_Dsim	100.000	0.0191	0.0021	0.1102
FBgn0010401_FBtr0300320	Os-C	CG3250	FBgn0010401	FBtr0300320	Dmel_Dsim	100.000	0.2748	0.0194	0.0705
FBgn0010403_FBtr0078655	Obp83b	CG11422	FBgn0010403	FBtr0078655	Dmel_Dsim	100.000	0.1319	0.0208	0.1575
FBgn0010406_FBtr0076752	RNaseX25	CG8194	FBgn0010406	FBtr0076752	Dmel_Dsim	100.000	0.0938	0.0110	0.1173
FBgn0010407_FBtr0079978	Ror	CG4926	FBgn0010407	FBtr0079978	Dmel_Dsim	100.000	0.0124	0.0019	0.1530
FBgn0010408_FBtr0076425	RpS9	CG3395	FBgn0010408	FBtr0076425	Dmel_Dsim	100.000	0.0010	0.0000	0.0499
FBgn0010409_FBtr0086947	RpL18A	CG6510	FBgn0010409	FBtr0086947	Dmel_Dsim	100.000	0.0010	0.0000	0.0350
FBgn0010411_FBtr0086273	RpS18	CG8900	FBgn0010411	FBtr0086273	Dmel_Dsim	100.000	0.0010	0.0001	0.1186
FBgn0010412_FBtr0074312	RpS19a	CG4464	FBgn0010412	FBtr0074312	Dmel_Dsim	100.000	0.1235	0.0027	0.0220
FBgn0010415_FBtr0342894	Sdc	CG10497	FBgn0010415	FBtr0342894	Dmel_Dsim	89.394	0.3411	0.0150	0.0439
FBgn0010416_FBtr0074305	TH1	CG9984	FBgn0010416	FBtr0074305	Dmel_Dsim	100.000	0.0040	0.0008	0.1888
FBgn0010417_FBtr0074941	Taf6	CG32211	FBgn0010417	FBtr0074941	Dmel_Dsim	98.455	0.1273	0.0171	0.1347
FBgn0010421_FBtr0082310	TfIIFbeta	CG6538	FBgn0010421	FBtr0082310	Dmel_Dsim	100.000	0.0171	0.0031	0.1795
FBgn0010423_FBtr0345540	TpnC47D	CG9073	FBgn0010423	FBtr0345540	Dmel_Dsim	98.726	0.0655	0.0113	0.1721
FBgn0010424_FBtr0345120	TpnC73F	CG7930	FBgn0010424	FBtr0345120	Dmel_Dsim	97.222	0.0578	0.0101	0.1743
FBgn0010425_FBtr0088160	epsilonTry	CG18681	FBgn0010425	FBtr0088160	Dmel_Dsim	100.000	0.0774	0.0067	0.0869
FBgn0010433_FBtr0081828	ato	CG7508	FBgn0010433	FBtr0081828	Dmel_Dsim	99.199	0.0703	0.0097	0.1383
FBgn0010434_FBtr0086509	cora	CG11949	FBgn0010434	FBtr0086509	Dmel_Dsim	98.591	0.0245	0.0029	0.1176
FBgn0010435_FBtr0072401	emp	CG2727	FBgn0010435	FBtr0072401	Dmel_Dsim	100.000	0.0297	0.0032	0.1070
FBgn0010438_FBtr0083277	mtSSB	CG4337	FBgn0010438	FBtr0083277	Dmel_Dsim	100.000	0.0348	0.0031	0.0887
FBgn0010453_FBtr0089291	Wnt4	CG4698	FBgn0010453	FBtr0089291	Dmel_Dsim	100.000	0.0157	0.0016	0.0992
FBgn0010470_FBtr0306013	Fkbp14	CG9847	FBgn0010470	FBtr0306013	Dmel_Dsim	100.000	0.0411	0.0075	0.1814
FBgn0010473_FBtr0347158	tutl	CG15427	FBgn0010473	FBtr0347158	Dmel_Dsim	79.500	0.0241	0.0019	0.0790
FBgn0010482_FBtr0301423	l(2)01289	CG9432	FBgn0010482	FBtr0301423	Dmel_Dsim	100.000	0.0010	0.0001	0.0934
FBgn0010497_FBtr0080292	dmGlut	CG5304	FBgn0010497	FBtr0080292	Dmel_Dsim	100.000	0.0440	0.0062	0.1412
FBgn0010501_FBtr0072062	Dcp-1	CG5370	FBgn0010501	FBtr0072062	Dmel_Dsim	100.000	0.0437	0.0077	0.1753
FBgn0010516_FBtr0088082	wal	CG8996	FBgn0010516	FBtr0088082	Dmel_Dsim	100.000	0.0581	0.0058	0.0993
FBgn0010520_FBtr0079874	Bka	CG4539	FBgn0010520	FBtr0079874	Dmel_Dsim	100.000	0.0075	0.0020	0.2712
FBgn0010531_FBtr0300944	Ccs	CG17753	FBgn0010531	FBtr0300944	Dmel_Dsim	94.558	0.0717	0.0091	0.1272
FBgn0010548_FBtr0308198	Aldh-III	CG11140	FBgn0010548	FBtr0308198	Dmel_Dsim	98.942	0.2413	0.0374	0.1549
FBgn0010549_FBtr0302504	l(2)03659	CG8799	FBgn0010549	FBtr0302504	Dmel_Dsim	98.333	0.2210	0.0343	0.1553
FBgn0010551_FBtr0112862	Phb2	CG15081	FBgn0010551	FBtr0112862	Dmel_Dsim	100.000	0.0010	0.0001	0.1284
FBgn0010583_FBtr0078014	dock	CG3727	FBgn0010583	FBtr0078014	Dmel_Dsim	100.000	0.0120	0.0008	0.0674
FBgn0010590_FBtr0087262	Prosbeta1	CG8392	FBgn0010590	FBtr0087262	Dmel_Dsim	100.000	0.0255	0.0038	0.1508
FBgn0010591_FBtr0087007	Sply	CG8946	FBgn0010591	FBtr0087007	Dmel_Dsim	100.000	0.0134	0.0016	0.1212
FBgn0010602_FBtr0310028	lwr	CG3018	FBgn0010602	FBtr0310028	Dmel_Dsim	100.000	0.0010	0.0002	0.2233
FBgn0010607_FBtr0079051	l(2)05714	CG8886	FBgn0010607	FBtr0079051	Dmel_Dsim	98.545	0.2161	0.0372	0.1723
FBgn0010611_FBtr0087147	Hmgs	CG4311	FBgn0010611	FBtr0087147	Dmel_Dsim	100.000	0.0426	0.0065	0.1533
FBgn0010612_FBtr0305994	ATPsynG	CG6105	FBgn0010612	FBtr0305994	Dmel_Dsim	100.000	0.0010	0.0001	0.1098
FBgn0010620_FBtr0086909	Sip1	CG10939	FBgn0010620	FBtr0086909	Dmel_Dsim	100.000	0.0485	0.0046	0.0950
FBgn0010622_FBtr0336732	l(2)06496	CG9893	FBgn0010622	FBtr0336732	Dmel_Dsim	100.000	0.0525	0.0085	0.1619
FBgn0010638_FBtr0087498	Sec61beta	CG10130	FBgn0010638	FBtr0087498	Dmel_Dsim	100.000	0.0010	0.0001	0.0681
FBgn0010651_FBtr0086634	MFS14	CG15095	FBgn0010651	FBtr0086634	Dmel_Dsim	100.000	0.0380	0.0053	0.1392
FBgn0010660_FBtr0071996	Nup214	CG3820	FBgn0010660	FBtr0071996	Dmel_Dsim	96.581	0.3686	0.0396	0.1074
FBgn0010741_FBtr0332708	l(3)01239	CG6302	FBgn0010741	FBtr0332708	Dmel_Dsim	100.000	0.1120	0.0117	0.1046
FBgn0010747_FBtr0077169	Srp54k	CG4659	FBgn0010747	FBtr0077169	Dmel_Dsim	99.705	0.0140	0.0025	0.1826
FBgn0010750_FBtr0078868	atms	CG2503	FBgn0010750	FBtr0078868	Dmel_Dsim	100.000	0.0286	0.0032	0.1131
FBgn0010762_FBtr0331574	simj	CG32067	FBgn0010762	FBtr0331574	Dmel_Dsim	97.093	0.0199	0.0016	0.0789
FBgn0010768_FBtr0083733	sqz	CG5557	FBgn0010768	FBtr0083733	Dmel_Dsim	97.862	0.0283	0.0041	0.1448
