"Gene_name","dN","dS","micro-synteny","tag"
"AC005943.1",0.0877,0.9778,"NO","human"
"AC006030.1",0.0333,0.46,"NO","human"
"AC006064.6",0.0172,0.491,"NO","human"
"AC006254.1",0.2463,1.1103,"NO","human"
"AC006486.1",0.0267,0.4774,"NO","human"
"AC007040.2",0.0851,0.8089,"NO","human"
"AC007192.1",0.0556,1.1296,"NO","human"
"AC007240.1",0.0794,0.5779,"NO","human"
"AC007325.2",0.1027,0.904,"NO","human"
"AC007325.4",0.0374,1.6417,"NO","human"
"AC007906.2",0.3224,0.5583,"YES","human"
"AC008397.1",0.7695,1.114,"NO","human"
"AC008397.2",0.1663,1.2762,"NO","human"
"AC008403.1",0.0041,0.5697,"NO","human"
"AC008481.3",0.0049,0.66,"YES","human"
"AC008575.1",0.0463,0.4422,"NO","human"
"AC008581.2",0.1761,1.2204,"NO","human"
"AC008695.1",0.0527,0.4478,"YES","human"
"AC008758.6",0.3564,0.8509,"NO","human"
"AC008764.1",0.1243,0.808,"NO","human"
"AC008770.1",0.199,0.5196,"NO","human"
"AC008878.3",0.1154,0.9602,"NO","human"
"AC009086.2",0.0788,0.8397,"NO","human"
"AC009133.6",0.2435,0.4754,"NO","human"
"AC009163.4",0.2677,0.9002,"NO","human"
"AC009336.2",0.0498,0.5077,"NO","human"
"AC009690.1",0.2048,0.8092,"NO","human"
"AC009690.3",0.0211,0.4494,"NO","human"
"AC010132.3",0.002,0.4014,"NO","human"
"AC010255.3",0.0214,0.4252,"YES","human"
"AC010319.2",0.4517,1.5837,"NO","human"
"AC010323.1",0.0503,0.8185,"NO","human"
"AC010327.1",0.3272,0.9269,"NO","human"
"AC010422.3",0.2289,1.5723,"NO","human"
"AC010422.5",0.2829,1.4429,"YES","human"
"AC010463.1",0.1603,0.937,"NO","human"
"AC010616.1",0.0304,0.4453,"NO","human"
"AC010616.2",0.0059,0.7904,"NO","human"
"AC011005.1",0.0582,1.4602,"NO","human"
"AC011195.2",0.1262,0.3485,"NO","human"
"AC011455.2",0.1644,0.8772,"NO","human"
"AC011462.1",0.0515,1.0359,"YES","human"
"AC011473.4",0.1284,0.9729,"NO","human"
"AC011479.1",0.9083,3.1884,"NO","human"
"AC011499.1",0.1223,1.9134,"NO","human"
"AC011511.1",0.1684,0.7639,"YES","human"
"AC011511.4",0.0545,0.939,"NO","human"
"AC011530.1",0.4743,2.1936,"NO","human"
"AC011604.2",0.2187,0.7492,"NO","human"
"AC012184.2",0.0435,0.5941,"NO","human"
"AC012254.2",0.0117,0.3771,"NO","human"
"AC012476.1",0.0506,0.5202,"NO","human"
"AC012651.1",0.146,0.4583,"NO","human"
"AC013394.1",0.0141,0.3495,"NO","human"
"AC015802.6",0.1617,1.4688,"NO","human"
"AC017083.3",0.0402,0.4771,"NO","human"
"AC018523.2",0.2159,0.9064,"NO","human"
"AC020909.1",0.0944,0.9289,"NO","human"
"AC020922.1",0.58,0.7581,"NO","human"
"AC021072.1",0.2099,0.969,"YES","human"
"AC021097.2",0.0044,0.4116,"NO","human"
"AC022167.5",0.1789,1.0684,"YES","human"
"AC022335.1",0.3843,0.7824,"NO","human"
"AC022384.1",0.1579,0.6876,"NO","human"
"AC022400.6",0.029,0.3532,"NO","human"
"AC022414.1",0.0126,0.4544,"NO","human"
"AC022826.2",0.0155,0.2745,"NO","human"
"AC023509.3",0.0145,0.2547,"NO","human"
"AC024592.3",0.3722,64.1502,"NO","human"
"AC025263.2",0.0538,0.6448,"NO","human"
"AC025287.4",0.816,1.3341,"NO","human"
"AC026316.5",0.1309,74.7847,"NO","human"
"AC026464.1",0.1967,0.6964,"NO","human"
"AC026464.3",0.0149,0.6246,"NO","human"
"AC026464.4",0.017,0.7364,"NO","human"
"AC026954.2",0.1017,0.5404,"NO","human"
"AC027644.4",0.2085,0.6394,"NO","human"
"AC027796.3",0.0783,0.4781,"NO","human"
"AC034102.2",0.0393,0.4561,"NO","human"
"AC037459.1",0.2896,1.0146,"NO","human"
"AC048338.1",0.0194,0.8134,"NO","human"
"AC055811.2",0.2545,3.3143,"NO","human"
"AC068234.1",0.0618,0.6788,"NO","human"
"AC068547.1",0.1115,0.7293,"NO","human"
"AC068580.4",0.18,1.3985,"YES","human"
"AC068631.2",0.0551,0.4835,"NO","human"
"AC068831.7",0.0214,0.4029,"NO","human"
"AC068896.1",0.0518,0.2677,"NO","human"
"AC068946.2",0.0316,0.4549,"NO","human"
"AC069257.3",0.1351,0.5076,"NO","human"
"AC069503.2",0.1144,2.7963,"NO","human"
"AC073082.1",0.1628,0.5195,"NO","human"
"AC073111.5",0.0252,0.7634,"YES","human"
"AC073508.2",0.0578,0.5845,"NO","human"
"AC073610.2",0.0075,0.426,"NO","human"
"AC073896.1",0.0663,0.4098,"NO","human"
"AC074143.1",0.1064,0.833,"NO","human"
"AC078927.1",0.1197,0.7984,"NO","human"
"AC079447.1",0.0987,0.6265,"NO","human"
"AC083800.1",1.16,1.3933,"NO","human"
"AC084337.2",0.0459,0.3659,"YES","human"
"AC087498.1",0.1133,1.0281,"NO","human"
"AC087632.1",0.0954,0.3971,"NO","human"
"AC090227.1",0.023,0.5105,"NO","human"
"AC090517.4",0.1099,0.5187,"NO","human"
"AC090527.2",0.0871,0.7937,"NO","human"
"AC091167.2",0.1203,0.4029,"NO","human"
"AC091167.7",0.1727,0.846,"NO","human"
"AC091959.3",0.0626,0.4684,"NO","human"
"AC092073.1",0.3682,1.0782,"NO","human"
"AC092143.1",0.0198,1.366,"NO","human"
"AC092442.1",0.0094,0.4485,"NO","human"
"AC092647.5",0.083,0.6579,"NO","human"
"AC092718.3",0.2578,0.5962,"NO","human"
"AC092718.8",0.2597,0.5815,"NO","human"
"AC092835.1",0.738,2.7656,"NO","human"
"AC093155.3",0.118,0.9352,"NO","human"
"AC093323.1",0.5056,125.392,"NO","human"
"AC093525.1",0.1387,0.726,"NO","human"
"AC093525.2",0.0461,1.2697,"NO","human"
"AC093668.2",0.385,1.0095,"NO","human"
"AC093827.5",0.2768,0.7743,"NO","human"
"AC096582.3",0.4485,0.9341,"YES","human"
"AC096887.1",0.1747,0.8603,"NO","human"
"AC097637.1",0.1665,1.1164,"NO","human"
"AC098582.1",0.03,0.5671,"NO","human"
"AC100868.1",0.2084,0.5954,"NO","human"
"AC104389.4",0.5404,2.3707,"NO","human"
"AC104452.1",0.0655,0.4702,"NO","human"
"AC104472.3",0.2484,0.8473,"NO","human"
"AC104662.2",0.0659,0.4651,"NO","human"
"AC105052.1",0.3833,1.0532,"YES","human"
"AC106886.5",0.0748,0.3743,"NO","human"
"AC108941.2",0.1272,1.0836,"NO","human"
"AC109583.3",0.307,0.7461,"NO","human"
"AC112229.3",0.0548,0.7448,"NO","human"
"AC116366.3",0.0409,0.6158,"NO","human"
"AC117457.1",0.0211,0.5996,"NO","human"
"AC118549.1",0.0664,0.3952,"NO","human"
"AC118553.2",0.0144,0.3962,"NO","human"
"AC119396.1",0.2401,0.9409,"NO","human"
"AC119674.2",0.0179,0.7993,"NO","human"
"AC124312.1",0.0128,0.5388,"NO","human"
"AC126283.2",0.2682,0.8739,"NO","human"
"AC129492.3",0.0349,0.3317,"NO","human"
"AC131160.1",0.1124,0.5759,"NO","human"
"AC134669.1",0.162,0.525,"NO","human"
"AC135068.1",0.0619,0.6685,"NO","human"
"AC135068.3",0.0801,0.7644,"NO","human"
"AC136352.3",0.5066,0.7255,"NO","human"
"AC136616.1",0.0251,0.4941,"NO","human"
"AC136616.2",0.2084,0.658,"NO","human"
"AC137834.1",0.0229,0.3405,"NO","human"
"AC138647.1",0.1555,0.8804,"NO","human"
"AC138696.1",0.1202,1.3949,"NO","human"
"AC138894.1",0.0826,0.7446,"NO","human"
"AC139530.2",0.113,0.8117,"NO","human"
"AC140504.1",0.1703,54.6265,"NO","human"
"AC142391.1",0.3819,0.8184,"YES","human"
"AC171558.1",0.0788,0.8016,"NO","human"
"AC171558.3",0.0597,0.6626,"NO","human"
"AC187653.1",0.1327,2.3082,"NO","human"
"AC233723.1",0.0936,0.2438,"YES","human"
"AC235565.2",0.1943,0.6802,"NO","human"
"AC243967.1",0.4924,0.7033,"NO","human"
"AC244197.3",0.0793,0.51,"NO","human"
"AC245033.1",0.0584,0.3147,"NO","human"
"AC245748.1",0.3482,0.4808,"NO","human"
"ACAA1",0.0832,0.5145,"NO","human"
"ACAA2",0.0699,0.637,"NO","human"
"ACACA",0.0113,0.3726,"NO","human"
"ACACB",0.0578,0.8628,"YES","human"
"ACAD10",0.1201,0.6668,"NO","human"
"ACAD11",0.1226,0.6253,"NO","human"
"ACAD8",0.0541,0.5187,"NO","human"
"ACAD9",0.0787,0.6417,"NO","human"
"ACADL",0.0734,0.6653,"NO","human"
"ACADM",0.0633,0.9183,"NO","human"
"ACADS",0.0505,0.701,"NO","human"
"ACADSB",0.0992,0.6983,"NO","human"
"ACADVL",0.1077,0.5529,"NO","human"
"ACAN",0.1337,0.4772,"NO","human"
"ACAP1",0.0365,0.4953,"NO","human"
"ACAP2",0.0184,0.5314,"YES","human"
"ACAP3",0.0316,0.9671,"NO","human"
"ACAT1",0.0878,0.4337,"NO","human"
"ACAT2",0.0683,0.4686,"NO","human"
"ACBD3",0.0554,0.4622,"NO","human"
"ACBD4",0.3921,1.3812,"YES","human"
"ACBD5",0.1007,0.5119,"NO","human"
"ACBD6",0.0796,0.3944,"NO","human"
"ACBD7",0.0928,0.7153,"NO","human"
"ACCS",0.0999,0.584,"NO","human"
"ACCSL",0.3328,0.7423,"NO","human"
"ACD",0.2408,0.5596,"YES","human"
"ACE",0.0887,0.7045,"YES","human"
"ACE2",0.1052,0.4057,"NO","human"
"ACER1",0.1185,1.0483,"NO","human"
"ACER2",0.0334,0.5096,"YES","human"
"ACER3",0.0621,0.3476,"NO","human"
"ACHE",0.0969,0.7804,"NO","human"
"ACIN1",0.0768,0.3776,"YES","human"
"ACKR1",0.353,0.6429,"NO","human"
"ACKR2",0.1738,0.8556,"NO","human"
"ACKR3",0.0336,0.9176,"NO","human"
"ACKR4",0.0833,0.6706,"NO","human"
"ACLY",0.0087,0.5337,"YES","human"
"ACMSD",0.0692,0.451,"NO","human"
"ACO1",0.0349,0.5661,"YES","human"
"ACO2",0.0158,0.5347,"YES","human"
"ACOD1",0.1185,0.5787,"YES","human"
"ACOT1",0.1498,0.6081,"NO","human"
"ACOT11",0.1183,0.9573,"NO","human"
"ACOT12",0.1089,0.5973,"NO","human"
"ACOT13",0.0982,0.5987,"NO","human"
"ACOT2",0.1754,0.6067,"NO","human"
"ACOT4",0.1577,0.4482,"NO","human"
"ACOT6",0.1756,0.4624,"NO","human"
"ACOT7",0.058,0.7753,"NO","human"
"ACOT8",0.0786,0.6045,"YES","human"
"ACOT9",0.1037,0.4574,"NO","human"
"ACOX1",0.0654,0.7124,"YES","human"
"ACOX2",0.1649,0.5333,"YES","human"
"ACOX3",0.1641,0.9558,"NO","human"
"ACOXL",0.1599,0.588,"NO","human"
"ACP2",0.0624,0.3764,"NO","human"
"ACP4",0.092,0.6638,"NO","human"
"ACP5",0.0867,0.9613,"NO","human"
"ACP6",0.1457,0.5102,"NO","human"
"ACP7",0.0758,0.8897,"NO","human"
"ACPP",0.1203,0.5082,"NO","human"
"ACR",0.2358,0.7432,"NO","human"
"ACRBP",0.1409,0.6384,"NO","human"
"ACRV1",0.2807,0.653,"NO","human"
"ACSBG1",0.0731,0.7357,"YES","human"
"ACSBG2",0.2088,1.5136,"NO","human"
"ACSF2",0.1281,0.5682,"NO","human"
"ACSF3",0.1237,0.7241,"NO","human"
"ACSL1",0.0807,0.4753,"NO","human"
"ACSL3",0.0364,0.4568,"NO","human"
"ACSL4",0.0147,0.3126,"YES","human"
"ACSL5",0.1102,0.4879,"YES","human"
"ACSL6",0.0459,0.3953,"NO","human"
"ACSM1",0.1887,0.5732,"NO","human"
"ACSM3",0.0744,0.4247,"NO","human"
"ACSM4",0.0722,0.4251,"NO","human"
"ACSM5",0.0798,0.5537,"YES","human"
"ACSS1",0.0662,0.6955,"NO","human"
"ACSS2",0.0336,0.3329,"YES","human"
"ACSS3",0.0484,0.5324,"NO","human"
"ACTA1",0,0,"YES","human"
"ACTA2",0,0,"YES","human"
"ACTB",0.1537,1.2853,"YES","human"
"ACTBL2",0.0147,0.5288,"NO","human"
"ACTC1",0,0,"NO","human"
"ACTG1",0,0,"NO","human"
"ACTG2",0,0,"NO","human"
"ACTL10",0.1226,0.9529,"YES","human"
"ACTL6A",0.0055,0.6364,"YES","human"
"ACTL6B",0.001,0.5094,"NO","human"
"ACTL7A",0.0777,0.7176,"YES","human"
"ACTL7B",0.0638,1.0185,"YES","human"
"ACTL9",0.1326,1.6359,"NO","human"
"ACTN1",0.0039,0.5925,"YES","human"
"ACTN2",0.0066,0.6676,"NO","human"
"ACTN3",0.0453,0.8414,"NO","human"
"ACTN4",0.0063,0.9179,"NO","human"
"ACTR10",0.0228,0.3706,"NO","human"
"ACTR1A",0,0,"YES","human"
"ACTR1B",0.0047,0.674,"NO","human"
"ACTR2",0,0,"NO","human"
"ACTR3",0.0011,0.2991,"NO","human"
"ACTR3B",0.0066,0.5189,"NO","human"
"ACTR3C",0.0773,0.5271,"NO","human"
"ACTR5",0.0537,0.8342,"YES","human"
"ACTR6",0.0068,0.6592,"NO","human"
"ACTR8",0.0134,0.526,"NO","human"
"ACTRT1",0.1835,0.8965,"NO","human"
"ACTRT2",0.1056,1.4561,"NO","human"
"ACTRT3",0.1258,0.5386,"NO","human"
"ACVR1",0.0073,0.46,"YES","human"
"ACVR1B",0.009,0.4704,"NO","human"
"ACVR1C",0.035,0.6453,"YES","human"
"ACVR2A",0.0018,0.2384,"NO","human"
"ACVR2B",0.0025,0.4888,"NO","human"
"ACVRL1",0.0567,0.786,"YES","human"
"ACY1",0.0799,0.4695,"NO","human"
"ACY3",0.1871,0.8213,"NO","human"
"ACYP1",0.0564,0.5957,"YES","human"
"ACYP2",0.2248,1.2873,"NO","human"
"AD000671.1",0.0078,0.7009,"NO","human"
"AD000671.2",0.2973,1.2106,"NO","human"
"ADA",0.0888,1.1691,"YES","human"
"ADAD1",0.0607,0.4331,"YES","human"
"ADAD2",0.1918,0.8921,"YES","human"
"ADAL",0.0957,0.4579,"NO","human"
"ADAM10",0.0182,0.403,"NO","human"
"ADAM11",0.0253,0.6045,"NO","human"
"ADAM12",0.1099,0.523,"YES","human"
"ADAM15",0.1176,0.4724,"YES","human"
"ADAM17",0.0396,0.5138,"NO","human"
"ADAM18",0.2465,0.7585,"NO","human"
"ADAM2",0.2866,1.1953,"YES","human"
"ADAM20",0.441,1.2986,"YES","human"
"ADAM21",0.2095,0.5372,"NO","human"
"ADAM22",0.0435,0.4164,"NO","human"
"ADAM23",0.0314,0.4257,"NO","human"
"ADAM28",0.1941,0.7413,"NO","human"
"ADAM29",0.3123,0.9168,"NO","human"
"ADAM30",0.3216,0.9081,"NO","human"
"ADAM32",0.3118,0.9039,"NO","human"
"ADAM33",0.1788,0.7454,"YES","human"
"ADAM7",0.2019,0.6699,"YES","human"
"ADAM8",0.2483,1.12,"NO","human"
"ADAM9",0.076,0.6316,"NO","human"
"ADAMDEC1",0.2178,0.484,"NO","human"
"ADAMTS1",0.1051,0.7368,"YES","human"
"ADAMTS10",0.0277,0.7135,"NO","human"
"ADAMTS12",0.112,0.563,"NO","human"
"ADAMTS13",0.195,0.7741,"YES","human"
"ADAMTS14",0.0986,0.7831,"NO","human"
"ADAMTS15",0.0327,0.6568,"NO","human"
"ADAMTS16",0.1005,0.7139,"NO","human"
"ADAMTS17",0.0491,0.686,"NO","human"
"ADAMTS18",0.0612,0.5334,"NO","human"
"ADAMTS19",0.0638,0.4483,"YES","human"
"ADAMTS2",0.057,0.676,"NO","human"
"ADAMTS20",0.1774,0.6975,"NO","human"
"ADAMTS3",0.0712,0.5697,"YES","human"
"ADAMTS4",0.0479,0.4711,"NO","human"
"ADAMTS5",0.0512,0.5577,"NO","human"
"ADAMTS6",0.0202,0.2653,"NO","human"
"ADAMTS7",0.162,0.7963,"NO","human"
"ADAMTS8",0.101,0.6794,"NO","human"
"ADAMTS9",0.0536,0.5489,"NO","human"
"ADAMTSL1",0.0448,0.5705,"YES","human"
"ADAMTSL2",0.0558,1.0403,"YES","human"
"ADAMTSL3",0.0841,0.5525,"NO","human"
"ADAMTSL4",0.1302,0.5072,"NO","human"
"ADAMTSL5",0.1166,1.2845,"NO","human"
"ADAP1",0.0489,0.9317,"NO","human"
"ADAP2",0.0829,0.4485,"NO","human"
"ADAR",0.1256,0.5531,"NO","human"
"ADARB1",0.0326,0.6282,"NO","human"
"ADARB2",0.0862,1.2186,"NO","human"
"ADAT1",0.1382,0.4881,"YES","human"
"ADAT2",0.0657,0.7196,"NO","human"
"ADAT3",0.1026,1.7413,"NO","human"
"ADCK1",0.0578,0.728,"NO","human"
"ADCK2",0.1661,0.738,"YES","human"
"ADCK5",0.108,1.0045,"NO","human"
"ADCY1",0.0414,0.5938,"NO","human"
"ADCY10",0.1513,0.5133,"NO","human"
"ADCY2",0.0228,0.6111,"NO","human"
"ADCY3",0.0264,0.6219,"NO","human"
"ADCY4",0.0403,0.6658,"NO","human"
"ADCY5",0.0211,0.6889,"NO","human"
"ADCY6",0.0273,0.6109,"NO","human"
"ADCY7",0.0911,0.9977,"YES","human"
"ADCY8",0.0133,0.4691,"NO","human"
"ADCY9",0.0391,0.767,"YES","human"
"ADCYAP1",0.0853,0.5523,"NO","human"
"ADCYAP1R1",0.0353,0.5344,"NO","human"
"ADD1",0.0414,0.4274,"YES","human"
"ADD2",0.0364,0.7285,"NO","human"
"ADD3",0.0393,0.5694,"YES","human"
"ADGB",0.19,0.7966,"NO","human"
"ADGRA1",0.0973,1.161,"YES","human"
"ADGRA2",0.0584,0.8105,"YES","human"
"ADGRA3",0.0352,0.6772,"NO","human"
"ADGRB1",0.0267,0.7836,"NO","human"
"ADGRB2",0.0164,0.4152,"NO","human"
"ADGRB3",0.0078,0.3497,"NO","human"
"ADGRD1",0.1151,1.044,"NO","human"
"ADGRE1",0.2089,0.7314,"NO","human"
"ADGRE5",0.2931,1.1204,"NO","human"
"ADGRF1",0.1911,0.5244,"NO","human"
"ADGRF2",0.1882,0.7189,"NO","human"
"ADGRF3",0.2978,0.6239,"NO","human"
"ADGRF4",0.2274,0.6346,"NO","human"
"ADGRF5",0.1806,0.6275,"NO","human"
"ADGRG1",0.1141,1.0354,"NO","human"
"ADGRG2",0.1073,0.4045,"NO","human"
"ADGRG3",0.1913,1.0379,"NO","human"
"ADGRG4",0.1675,0.4549,"YES","human"
"ADGRG5",0.202,1.1428,"YES","human"
"ADGRG6",0.0988,0.563,"NO","human"
"ADGRG7",0.2104,0.6031,"NO","human"
"ADGRL1",0.0074,0.749,"NO","human"
"ADGRL2",0.0211,0.6336,"NO","human"
"ADGRL3",0.0148,0.4727,"NO","human"
"ADGRL4",0.1362,0.7752,"NO","human"
"ADGRV1",0.1127,0.5519,"NO","human"
"ADH1A",0.1005,0.7307,"NO","human"
"ADH1B",0.104,0.6746,"NO","human"
"ADH1C",0.0932,0.7246,"NO","human"
"ADH4",0.195,0.5558,"NO","human"
"ADH5",0.0393,0.4282,"NO","human"
"ADH6",0.3107,2.85,"NO","human"
"ADH7",0.0679,0.5712,"NO","human"
"ADHFE1",0.0605,0.4401,"YES","human"
"ADI1",0.0814,0.8266,"NO","human"
"ADIG",0.2475,0.422,"YES","human"
"ADIPOQ",0.1029,0.8096,"NO","human"
"ADIPOR1",0.0183,0.3656,"NO","human"
"ADIPOR2",0.0392,0.3596,"NO","human"
"ADK",0.0464,0.3694,"YES","human"
"ADM",0.2435,0.8909,"YES","human"
"ADM2",0.3195,0.9941,"YES","human"
"ADNP",0.0267,0.414,"NO","human"
"ADNP2",0.1139,0.745,"YES","human"
"ADO",0.0508,0.8883,"NO","human"
"ADORA1",0.0253,0.9385,"NO","human"
"ADORA2A",0.0804,0.797,"NO","human"
"ADORA2B",0.0615,0.4789,"NO","human"
"ADORA3",0.179,0.6355,"NO","human"
"ADPGK",0.0458,0.3305,"NO","human"
"ADPRH",0.1043,0.6625,"NO","human"
"ADPRHL1",0.0811,1.2612,"NO","human"
"ADPRHL2",0.0443,0.6644,"NO","human"
"ADPRM",0.0871,0.4974,"NO","human"
"ADRA1A",0.0906,0.9832,"NO","human"
"ADRA1B",0.0178,0.7062,"NO","human"
"ADRA1D",0.073,1.2908,"YES","human"
"ADRA2A",0.0349,1.2329,"YES","human"
"ADRA2B",0.0844,0.7071,"NO","human"
"ADRA2C",0.0409,1.2238,"NO","human"
"ADRB1",0.0297,1.1923,"YES","human"
"ADRB2",0.0645,0.623,"NO","human"
"ADRB3",0.14,0.6924,"NO","human"
"ADRM1",0.0159,0.7488,"YES","human"
"ADSL",0.0369,0.5751,"NO","human"
"ADSS",0.0161,0.3408,"YES","human"
"ADSSL1",0.0945,1.0495,"YES","human"
"ADTRP",0.2486,0.7184,"YES","human"
"AEBP1",0.0832,0.8378,"YES","human"
"AEBP2",0.0754,0.5238,"NO","human"
"AEN",0.1657,1.0115,"YES","human"
"AES",0.0278,2.3221,"NO","human"
"AFAP1",0.0446,0.9227,"NO","human"
"AFAP1L1",0.055,0.6402,"NO","human"
"AFAP1L2",0.1011,0.7318,"NO","human"
"AFDN",0.0344,0.5156,"NO","human"
"AFF1",0.1535,0.5915,"NO","human"
"AFF2",0.0633,0.3746,"NO","human"
"AFF3",0.0749,0.5952,"YES","human"
"AFF4",0.0345,0.4141,"NO","human"
"AFG1L",0.067,0.373,"NO","human"
"AFG3L2",0.0396,0.7116,"YES","human"
"AFM",0.2058,0.6023,"NO","human"
"AFMID",0.1914,0.7677,"YES","human"
"AFP",0.2208,0.6462,"NO","human"
"AFTPH",0.1133,0.3592,"NO","human"
"AGA",0.1013,0.4444,"NO","human"
"AGAP1",0.0106,0.6718,"NO","human"
"AGAP2",0.024,0.4044,"NO","human"
"AGAP3",0.0196,0.6275,"NO","human"
"AGBL1",0.1577,0.592,"NO","human"
"AGBL2",0.1175,0.4897,"NO","human"
"AGBL3",0.1378,0.4479,"NO","human"
"AGBL4",0.0946,0.5596,"YES","human"
"AGBL5",0.0822,0.4533,"NO","human"
"AGER",0.1406,0.5187,"NO","human"
"AGFG1",0.0192,0.2623,"NO","human"
"AGFG2",0.0976,0.5663,"NO","human"
"AGGF1",0.132,0.9269,"NO","human"
"AGK",0.0419,0.4711,"NO","human"
"AGL",0.041,0.6419,"NO","human"
"AGMAT",0.0908,0.6805,"NO","human"
"AGMO",0.0934,0.4992,"NO","human"
"AGO1",0,0,"NO","human"
"AGO2",0.0036,0.5641,"NO","human"
"AGO3",0.0054,0.3236,"NO","human"
"AGO4",0.0056,0.3555,"NO","human"
"AGPAT1",0.0391,0.4675,"NO","human"
"AGPAT2",0.1334,1.283,"NO","human"
"AGPAT3",0.04,1.0187,"NO","human"
"AGPAT4",0.0775,0.8334,"NO","human"
"AGPAT5",0.1098,0.3922,"YES","human"
"AGPS",0.0414,0.3434,"YES","human"
"AGR2",0.0492,0.3985,"NO","human"
"AGR3",0.0452,0.6191,"NO","human"
"AGRN",0.1072,0.9577,"NO","human"
"AGRP",0.1348,0.6068,"YES","human"
"AGT",0.2859,1.2228,"YES","human"
"AGTPBP1",0.056,0.7189,"NO","human"
"AGTR1",0.0397,0.6855,"NO","human"
"AGTR2",0.0431,0.4156,"NO","human"
"AGTRAP",0.1429,0.6711,"NO","human"
"AGXT",0.1428,1.2668,"YES","human"
"AGXT2",0.0846,0.5104,"NO","human"
"AHCTF1",0.1892,0.6053,"NO","human"
"AHCY",0.0143,0.5186,"NO","human"
"AHCYL1",0,0,"NO","human"
"AHCYL2",0.0039,0.3402,"YES","human"
"AHDC1",0.0263,0.547,"NO","human"
"AHI1",0.1189,0.689,"NO","human"
"AHNAK",0.0851,0.528,"NO","human"
"AHNAK2",0.2627,77.9058,"YES","human"
"AHR",0.1562,0.6199,"NO","human"
"AHRR",0.2691,1.0516,"NO","human"
"AHSA1",0.0249,0.3649,"YES","human"
"AHSG",0.3087,0.5861,"NO","human"
"AICDA",0.0368,0.6504,"NO","human"
"AIDA",0.0097,0.2209,"NO","human"
"AIF1",0.0596,0.3688,"NO","human"
"AIF1L",0.0166,0.5039,"YES","human"
"AIFM1",0.0422,0.2729,"YES","human"
"AIFM2",0.1154,0.8534,"NO","human"
"AIFM3",0.0189,0.7725,"YES","human"
"AIG1",0.0595,0.5415,"NO","human"
"AIM2",0.3606,0.8648,"NO","human"
"AIMP1",0.0821,0.6973,"NO","human"
"AIMP2",0.0713,0.693,"NO","human"
"AIP",0.024,0.7751,"NO","human"
"AIPL1",0.0608,1.2663,"YES","human"
"AIRE",0.1913,0.8626,"NO","human"
"AJAP1",0.0968,0.6555,"NO","human"
"AJM1",0.0684,1.4496,"NO","human"
"AJUBA",0.0319,0.5067,"NO","human"
"AK1",0.0777,0.8323,"NO","human"
"AK2",0.0256,0.5775,"NO","human"
"AK3",0.0381,0.4072,"YES","human"
"AK4",0.0489,0.4538,"YES","human"
"AK5",0.0446,0.5858,"NO","human"
"AK7",0.0835,0.8941,"YES","human"
"AK8",0.1453,1.0293,"NO","human"
"AK9",0.2044,0.9808,"NO","human"
"AKAIN1",0.2083,1.3361,"NO","human"
"AKAP1",0.1944,0.565,"NO","human"
"AKAP10",0.0511,0.2632,"NO","human"
"AKAP11",0.1518,0.4938,"NO","human"
"AKAP12",0.3108,1.0612,"YES","human"
"AKAP13",0.1617,0.4997,"NO","human"
"AKAP14",0.4563,0.7359,"NO","human"
"AKAP2",0.0825,0.614,"NO","human"
"AKAP3",0.1558,0.6324,"NO","human"
"AKAP4",0.1171,0.523,"NO","human"
"AKAP5",0.2536,0.7658,"NO","human"
"AKAP6",0.1067,0.5337,"NO","human"
"AKAP7",0.1218,0.6513,"NO","human"
"AKAP8",0.1152,0.6777,"YES","human"
"AKAP8L",0.0372,0.4929,"NO","human"
"AKAP9",0.1865,0.8952,"NO","human"
"AKIP1",0.1647,0.581,"YES","human"
"AKIRIN1",0.0394,0.3357,"NO","human"
"AKIRIN2",0.0375,0.2735,"NO","human"
"AKNA",0.2917,0.7208,"YES","human"
"AKNAD1",0.3579,0.5907,"NO","human"
"AKR1A1",0.0356,0.5052,"NO","human"
"AKR1B1",0.0734,0.681,"YES","human"
"AKR1B10",0.1067,0.8001,"NO","human"
"AKR1D1",0.1146,0.4953,"YES","human"
"AKR1E2",0.156,0.7191,"NO","human"
"AKT1",0.0086,0.9088,"YES","human"
"AKT1S1",0.0379,0.7595,"NO","human"
"AKT2",0.0089,0.6616,"NO","human"
"AKT3",0.0019,0.2801,"NO","human"
"AKTIP",0.0185,0.4229,"NO","human"
"AL021546.1",0.3403,1.5023,"NO","human"
"AL022312.1",0.0721,0.6108,"NO","human"
"AL031777.3",0.0057,5.7208,"NO","human"
"AL032819.3",0.2529,1.4993,"NO","human"
"AL033529.1",0.1232,0.9889,"NO","human"
"AL034430.1",0.1779,0.3553,"NO","human"
"AL035460.1",0.2353,0.1131,"YES","human"
"AL049629.2",0.6408,1.0792,"NO","human"
"AL049634.2",0.4775,0.9218,"NO","human"
"AL049697.1",0.1145,0.6219,"NO","human"
"AL049844.3",0.2118,1.0836,"NO","human"
"AL080251.1",0.0132,0.4879,"NO","human"
"AL096711.2",0.0454,0.4644,"NO","human"
"AL096814.1",0.2393,1.198,"NO","human"
"AL109827.1",0.101,0.9186,"NO","human"
"AL110118.2",0.2951,1.0206,"NO","human"
"AL117348.2",0.1689,0.7734,"NO","human"
"AL121594.1",0.1346,0.5375,"NO","human"
"AL121753.1",0.0194,0.4995,"NO","human"
"AL121845.2",0.2928,0.7988,"NO","human"
