"Gene_name","dN","dS","micro-synteny","dataset","dNdS"
"CAT5",0.051425,0.589325,"YES","yeast",0.0873
"IAH1",0.108625,0.65915,"YES","yeast",0.1648
"RGA1",0.1341,1.047775,"YES","yeast",0.128
"ADE2",0.023275,0.7981,"YES","yeast",0.0292
"SRO9",0.088075,0.49945,"YES","yeast",0.1763
"TPD3",0.01615,0.6152,"YES","yeast",0.0263
"AFI1",0.146775,0.760325,"YES","yeast",0.193
"ORT1",0.047625,0.8956,"NO","yeast",0.0532
"YOR131C",0.063475,1.1626,"NO","yeast",0.0546
"VPS17",0.07505,0.754425,"NO","yeast",0.0995
"BAG7",0.1359,0.911875,"NO","yeast",0.149
"IDH2",0.0155,0.6203,"YES","yeast",0.025
"SIA1",0.091725,1.0163,"NO","yeast",0.0903
"RUP1",0.087075,0.7778,"NO","yeast",0.112
"SFL1",0.076475,0.6096,"NO","yeast",0.1255
"ARP8",0.05255,0.824925,"YES","yeast",0.0637
"RNQ1",0.097125,0.817225,"YES","yeast",0.1188
"LSC1",0.01825,0.77765,"NO","yeast",0.0235
"THI80",0.075575,0.6507,"NO","yeast",0.1161
"ELG1",0.1456,0.8522,"YES","yeast",0.1709
"PNO1",0.05555,0.594175,"NO","yeast",0.0935
"MDM32",0.088875,0.683625,"NO","yeast",0.13
"SPP2",0.168075,0.733,"NO","yeast",0.2293
"SMP3",0.1546,0.6409,"NO","yeast",0.2412
"MRPL23",0.027875,1.108375,"NO","yeast",0.0251
"RPB2",0.00435,0.85395,"NO","yeast",0.0051
"YOR152C",0.0624,0.5769,"NO","yeast",0.1082
"FUS1",0.1245,0.636725,"NO","yeast",0.1955
"PDR5",0.041525,1.174375,"NO","yeast",0.0354
"SLP1",0.106925,0.744375,"NO","yeast",0.1436
"ISN1",0.016,1.412025,"NO","yeast",0.0113
"NFI1",0.0965,0.760525,"NO","yeast",0.1269
"PUP1",0.0181,0.547,"NO","yeast",0.0331
"PET123",0.080775,0.779,"NO","yeast",0.1037
"SME1",0.039275,0.67425,"NO","yeast",0.0582
"MTR10",0.047625,0.805725,"NO","yeast",0.0591
"PNS1",0.05695,0.8503,"NO","yeast",0.067
"YRR1",0.131975,0.890525,"NO","yeast",0.1482
"HBN1",0.038275,0.77735,"NO","yeast",0.0492
"DDP1",0.05315,1.110725,"NO","yeast",0.0479
"GET4",0.038475,0.581925,"NO","yeast",0.0661
"SEY1",0.05375,0.7767,"YES","yeast",0.0692
"SWT1",0.184675,0.771025,"YES","yeast",0.2395
"RPS28A",0.002025,0.0945,"YES","yeast",0.0214
"GLN4",0.033375,0.8147,"YES","yeast",0.041
"LCB4",0.0704,0.7854,"NO","yeast",0.0896
"YRM1",0.143325,0.859425,"NO","yeast",0.1668
"DCS2",0.022075,0.569975,"NO","yeast",0.0387
"MED4",0.115275,0.76615,"NO","yeast",0.1505
"HBN1",0.28165,1.8385,"NO","yeast",0.1532
"ALE1",0.0405,0.646575,"YES","yeast",0.0626
"HEM15",0.032125,0.96515,"NO","yeast",0.0333
"MPC54",0.1029,0.73225,"NO","yeast",0.1405
"GAC1",0.12795,0.807775,"NO","yeast",0.1584
"SYC1",0.185375,0.8714,"NO","yeast",0.2127
"DCI1",0.08435,1.29425,"YES","yeast",0.0652
"LAS17",0.092875,0.7383,"NO","yeast",0.1258
"RPS30A",0.00375,0.12645,"NO","yeast",0.0297
"SER1",0.0342,0.68265,"NO","yeast",0.0501
"GSP2",0.002975,0.818725,"NO","yeast",0.0036
"AGP1",0.032025,0.908375,"NO","yeast",0.0353
"YOR186W",0.3079,0.870375,"NO","yeast",0.3538
"TUF1",0.016575,0.68355,"NO","yeast",0.0242
"MSB1",0.12405,0.944475,"NO","yeast",0.1313
"IES4",0.183125,1.31185,"NO","yeast",0.1396
"SPR1",0.07375,0.7641,"NO","yeast",0.0965
"ULS1",0.141475,0.9557,"NO","yeast",0.148
"PEX27",0.28975,0.592025,"NO","yeast",0.4894
"TOA1",0.073525,0.774775,"YES","yeast",0.0949
"SLK19",0.13655,0.80945,"YES","yeast",0.1687
"LIP5",0.060575,0.971225,"YES","yeast",0.0624
"KCC4",0.1469,1.0792,"NO","yeast",0.1361
"MCA1",0.0295,0.796225,"YES","yeast",0.037
"BFR1",0.027975,0.4761,"NO","yeast",0.0588
"MRM1",0.102725,0.9626,"YES","yeast",0.1067
"DED1",0.016275,0.490275,"YES","yeast",0.0332
"GEP3",0.114075,0.865575,"YES","yeast",0.1318
"NOC2",0.044,0.6483,"YES","yeast",0.0679
"RET1",0.0074,0.7842,"NO","yeast",0.0094
"PTP2",0.1083,0.702125,"NO","yeast",0.1542
"NPT1",0.048425,0.76065,"NO","yeast",0.0637
"LEU2",0.0109,0.45635,"NO","yeast",0.0239
"MGM1",0.03925,0.760275,"NO","yeast",0.0516
"STE4",0.03715,0.8956,"NO","yeast",0.0415
"SAS5",0.1402,0.90945,"NO","yeast",0.1542
"SPR2",0.149325,0.749625,"NO","yeast",0.1992
"AIM41",0.042125,0.808175,"YES","yeast",0.0521
"RUD3",0.117875,0.6109,"YES","yeast",0.193
"RFC1",0.0614,0.8249,"NO","yeast",0.0744
"STE13",0.0998,1.173275,"NO","yeast",0.0851
"RCN2",0.07535,0.527475,"NO","yeast",0.1429
"MCT1",0.0395,0.699575,"NO","yeast",0.0565
"NFS1",0.0158,0.630625,"YES","yeast",0.0251
"ODC2",0.026,0.5623,"NO","yeast",0.0462
"DSC3",0.060325,1.0573,"NO","yeast",0.0571
"RPB8",0.010925,0.560875,"YES","yeast",0.0195
"ISU2",0.0196,0.759525,"YES","yeast",0.0258
"HER1",0.0849,0.91425,"YES","yeast",0.0929
"MCP1",0.118075,0.624325,"NO","yeast",0.1891
"WTM2",0.030775,0.781075,"NO","yeast",0.0394
"WTM1",0.032925,0.65525,"NO","yeast",0.0502
"MKK1",0.069625,0.710175,"NO","yeast",0.098
"MGE1",0.061025,0.5651,"NO","yeast",0.108
"DCC1",0.0627,0.6384,"YES","yeast",0.0982
"KIN4",0.1289,0.80705,"NO","yeast",0.1597
"RPL33B",0.0043,0.362425,"NO","yeast",0.0119
"DFR1",0.099325,0.773425,"NO","yeast",0.1284
"HES1",0.043675,0.708675,"YES","yeast",0.0616
"YOR238W",0.13745,0.7368,"NO","yeast",0.1865
"ABP140",0.26695,0.4644,"NO","yeast",0.5748
"ABP140",0.029075,0.564,"NO","yeast",0.0516
"MET7",0.06555,0.72555,"NO","yeast",0.0903
"SSP2",0.10755,0.92645,"NO","yeast",0.1161
"PUS7",0.053025,0.889475,"YES","yeast",0.0596
"BUD3",0.1637,0.823425,"NO","yeast",0.1988
"NTG1",0.0672,0.671375,"NO","yeast",0.1001
"ESA1",0.028025,0.97075,"YES","yeast",0.0289
"DGA1",0.0619,0.8814,"YES","yeast",0.0702
"ENV9",0.035325,1.042775,"YES","yeast",0.0339
"SRL1",0.12645,0.421225,"YES","yeast",0.3002
"APC5",0.097375,0.8421,"YES","yeast",0.1156
"CLP1",0.05745,0.616825,"YES","yeast",0.0931
"TUM1",0.092125,1.06355,"YES","yeast",0.0866
"TMA16",0.0582,0.606525,"NO","yeast",0.096
"NAT5",0.084275,0.844025,"YES","yeast",0.0998
"SEC63",0.051075,0.7838,"NO","yeast",0.0652
"YCL012C",0.07875,1.056725,"NO","yeast",0.0745
"OSW1",0.1651,0.7958,"YES","yeast",0.2075
"TRE2",0.104175,0.919225,"NO","yeast",0.1133
"CDC31",0.004425,0.7075,"NO","yeast",0.0063
"HNT3",0.1441,1.116725,"YES","yeast",0.129
"RPT4",0.01965,0.6904,"NO","yeast",0.0285
"GCD1",0.039725,0.6013,"NO","yeast",0.0661
"RPN8",0.034775,0.625925,"NO","yeast",0.0556
"GPN2",0.025775,0.9522,"NO","yeast",0.0271
"DSE3",0.22435,0.753675,"YES","yeast",0.2977
"RBL2",0.0578,0.9304,"NO","yeast",0.0621
"GBP2",0.041125,0.5841,"NO","yeast",0.0704
"PNT1",0.141,0.77895,"YES","yeast",0.181
"HRK1",0.05305,0.766275,"NO","yeast",0.0692
"YOR268C",0.18905,0.169575,"NO","yeast",1.1148
"PAC1",0.08575,0.783775,"NO","yeast",0.1094
"VPH1",0.01865,0.5676,"YES","yeast",0.0329
"FSF1",0.0126,0.8402,"NO","yeast",0.015
"YTM1",0.025825,0.60185,"NO","yeast",0.0429
"TPO4",0.073,0.824025,"YES","yeast",0.0886
"MOD5",0.067825,0.96025,"NO","yeast",0.0706
"RIM20",0.116925,0.9635,"YES","yeast",0.1214
"SGF29",0.063925,0.5633,"YES","yeast",0.1135
"CAF20",0.035475,0.333525,"NO","yeast",0.1064
"HEM4",0.144675,1.0657,"NO","yeast",0.1358
"RFM1",0.076975,1.137325,"NO","yeast",0.0677
"FSH3",0.0833,0.8474,"NO","yeast",0.0983
"PLP2",0.04555,0.9844,"YES","yeast",0.0463
"YOR283W",0.033975,0.687025,"NO","yeast",0.0495
"HUA2",0.199075,0.694525,"NO","yeast",0.2866
"RDL1",0.092975,0.8123,"NO","yeast",0.1145
"RDL2",0.053675,0.94185,"NO","yeast",0.057
"RRP36",0.096875,0.5844,"NO","yeast",0.1658
"ILV6",0.01715,0.544875,"YES","yeast",0.0315
"MPD1",0.108,0.80505,"NO","yeast",0.1342
"YOR289W",0.0895,0.76205,"NO","yeast",0.1174
"YPK9",0.050025,1.001125,"NO","yeast",0.05
"YOR292C",0.073525,0.7247,"YES","yeast",0.1015
"RPS10A",0.003425,0.112675,"NO","yeast",0.0304
"RRS1",0.029,0.5576,"NO","yeast",0.052
"UAF30",0.18845,0.886225,"NO","yeast",0.2126
"YOR296W",0.064975,0.857875,"NO","yeast",0.0757
"TIM18",0.10685,0.76355,"NO","yeast",0.1399
"MUM3",0.0884333333333,0.581766666667,"NO","yeast",0.152
"STP22",0.0962,0.5243,"NO","yeast",0.1835
"MBF1",0.014775,0.69365,"NO","yeast",0.0213
"BUD7",0.09085,0.678925,"NO","yeast",0.1338
"RAX1",0.1016,0.7497,"NO","yeast",0.1355
"CPA1",0.041875,0.96935,"NO","yeast",0.0432
"ISW2",0.042975,0.927075,"NO","yeast",0.0464
"BIL1",0.0688,0.601475,"NO","yeast",0.1144
"RRG7",0.09405,0.76545,"NO","yeast",0.1229
"MCH5",0.04775,1.053725,"NO","yeast",0.0453
"SLY41",0.09155,0.64255,"NO","yeast",0.1425
"VMA9",0.010125,0.29655,"NO","yeast",0.0341
"SNU66",0.255425,0.8005,"NO","yeast",0.3191
"NOP58",0.013675,0.484475,"NO","yeast",0.0282
"DGK1",0.056925,0.704975,"NO","yeast",0.0807
"RPL20B",0.0066,0.167925,"NO","yeast",0.0393
"SPS4",0.13565,0.8525,"NO","yeast",0.1591
"YOR314W-A",0.132925,0.0644,"NO","yeast",2.0641
"SFG1",0.080425,0.632725,"NO","yeast",0.1271
"COT1",0.09045,0.7333,"NO","yeast",0.1233
"FAA1",0.048925,1.33795,"NO","yeast",0.0366
"HSH49",0.086725,0.748075,"NO","yeast",0.1159
"LDB16",0.098775,0.570625,"NO","yeast",0.1731
"GNT1",0.107675,0.777775,"YES","yeast",0.1384
"PMT3",0.05875,0.700875,"YES","yeast",0.0838
"LDB19",0.074425,1.026975,"YES","yeast",0.0725
"PRO2",0.0388,0.8044,"YES","yeast",0.0482
"FRT1",0.107625,0.85855,"YES","yeast",0.1254
"MYO2",0.026275,0.8837,"YES","yeast",0.0297
"SNC2",0.0224,1.223525,"YES","yeast",0.0183
"PDR10",0.0652,1.163125,"YES","yeast",0.0561
"SCD5",0.10685,0.929225,"NO","yeast",0.115
"MIP1",0.06905,0.6804,"NO","yeast",0.1015
"PGS1",0.072375,0.804225,"YES","yeast",0.09
"VMA4",0.02695,0.410275,"NO","yeast",0.0657
"MRS2",0.046675,1.0536,"YES","yeast",0.0443
"ALA1",0.017325,0.631275,"YES","yeast",0.0274
"KRE5",0.13055,0.7995,"YES","yeast",0.1633
"TEA1",0.05295,0.73145,"YES","yeast",0.0724
"YOR338W",0.115525,0.523925,"YES","yeast",0.2205
"UBC11",0.07215,0.733475,"YES","yeast",0.0984
"RPA43",0.04535,0.500325,"YES","yeast",0.0906
"RPA190",0.01305,0.7944,"YES","yeast",0.0164
"YOR342C",0.090825,0.5903,"NO","yeast",0.1539
"YCL002C",0.08125,0.64505,"YES","yeast",0.126
"TYE7",0.047025,0.584175,"NO","yeast",0.0805
"REV1",0.099875,0.75765,"NO","yeast",0.1318
"PYK2",0.035125,0.9049,"YES","yeast",0.0388
"PUT4",0.033825,1.26805,"YES","yeast",0.0267
"CIN1",0.151575,0.68935,"NO","yeast",0.2199
"MNE1",0.19265,0.643425,"NO","yeast",0.2994
"MEK1",0.0428,0.689975,"NO","yeast",0.062
"TFB6",0.081075,0.7176,"YES","yeast",0.113
"SOG2",0.078725,0.786175,"NO","yeast",0.1001
"MSC6",0.114975,0.800025,"NO","yeast",0.1437
"RER1",0.037575,0.459925,"NO","yeast",0.0817
"SYN8",0.092,0.426525,"NO","yeast",0.2157
"GDS1",0.064075,0.68685,"NO","yeast",0.0933
"CIR2",0.048725,1.064175,"YES","yeast",0.0458
"SNX3",0.012825,0.55765,"YES","yeast",0.023
"HAP5",0.0597,0.78005,"YES","yeast",0.0765
"VTS1",0.0573,0.534425,"YES","yeast",0.1072
"PDE2",0.055275,0.483375,"NO","yeast",0.1144
"PRT1",0.02365,0.665825,"NO","yeast",0.0355
"PRE10",0.019575,0.65885,"NO","yeast",0.0297
"PIP2",0.057375,0.7635,"YES","yeast",0.0751
"YOR365C",0.1111,0.717475,"YES","yeast",0.1548
"YCL001W-A",0.2759,1.494925,"NO","yeast",0.1846
"SCP1",0.06685,0.937175,"YES","yeast",0.0713
"RAD17",0.063975,0.9008,"YES","yeast",0.071
"RPS12",0,0.20605,"YES","yeast",0
"MRS6",0.01405,1.26585,"YES","yeast",0.0111
"GPB1",0.082825,0.98355,"YES","yeast",0.0842
"NDD1",0.06425,0.8315,"NO","yeast",0.0773
"NUD1",0.088875,0.779725,"NO","yeast",0.114
"ALD4",0.016325,0.627075,"NO","yeast",0.026
"GDH1",0.017025,0.397275,"NO","yeast",0.0429
"YOR376W",0.099475,0.119075,"NO","yeast",0.8354
"CDC10",0.01345,0.7314,"NO","yeast",0.0184
"ATF1",0.080825,0.88245,"NO","yeast",0.0916
"AMF1",0.044975,0.720375,"NO","yeast",0.0624
"RDR1",0.0818,0.873475,"NO","yeast",0.0936
"FRE3",0.10855,1.0118,"NO","yeast",0.1073
"SAM3",0.033575,0.9887,"NO","yeast",0.034
"PBI1",0.046875,0.860825,"YES","yeast",0.0545
"ATP15",0.042225,0.578375,"NO","yeast",0.073
"MDL2",0.043975,0.912225,"NO","yeast",0.0482
"KAR9",0.11925,0.724,"NO","yeast",0.1647
"PLC1",0.06685,0.906,"NO","yeast",0.0738
"MRPL32",0.099,0.592225,"YES","yeast",0.1672
"ACM1",0.1632,1.268725,"YES","yeast",0.1286
"DIM1",0.010575,0.830525,"YES","yeast",0.0127
"DIP5",0.02685,0.641725,"YES","yeast",0.0418
"YPL264C",0.0285,0.830125,"YES","yeast",0.0343
"KEL3",0.0381,0.706525,"YES","yeast",0.0539
"FUM1",0.015525,1.046225,"NO","yeast",0.0148
"YPL260W",0.0394,0.71925,"NO","yeast",0.0548
"APM1",0.02085,0.7006,"YES","yeast",0.0298
"THI21",0.0623,0.760975,"NO","yeast",0.0819
"CLN2",0.0575,0.881125,"NO","yeast",0.0653
"YCP4",0.033225,0.694575,"YES","yeast",0.0478
"BBP1",0.0835,0.705525,"YES","yeast",0.1184
"HFI1",0.05915,0.8892,"YES","yeast",0.0665
"VIK1",0.13615,0.625025,"YES","yeast",0.2178
"YAH1",0.04045,0.780875,"YES","yeast",0.0518
"ICY2",0.0962,0.439825,"NO","yeast",0.2187
"RPL36B",0.0079,0.099,"NO","yeast",0.0798
"GYP5",0.13295,0.78815,"NO","yeast",0.1687
"GAL4",0.196825,0.820925,"NO","yeast",0.2398
"YPL247C",0.062375,1.01125,"YES","yeast",0.0617
"RBD2",0.0662,1.209525,"YES","yeast",0.0547
"CIT2",0.019325,0.81405,"NO","yeast",0.0237
"YPL245W",0.038,0.5595,"YES","yeast",0.0679
"HUT1",0.06895,0.63245,"YES","yeast",0.109
"SRP68",0.0715,0.694175,"NO","yeast",0.103
"IQG1",0.088225,0.870425,"NO","yeast",0.1014
"CIN2",0.22475,0.9157,"NO","yeast",0.2454
"HSP82",0.01695,0.604225,"NO","yeast",0.0281
"YAR1",0.061875,0.9338,"NO","yeast",0.0663
"SUI3",0.01725,0.31195,"YES","yeast",0.0553
"ENV7",0.049875,0.98415,"YES","yeast",0.0507
"RVB2",0.0064,0.9044,"YES","yeast",0.0071
"YCR006C",0.265225,0.25295,"NO","yeast",1.0485
"VMA11",0.00485,0.27285,"YES","yeast",0.0178
"NSL1",0.07905,0.87665,"YES","yeast",0.0902
"SSO1",0.021225,0.515025,"YES","yeast",0.0412
"FAS2",0.018225,0.62065,"NO","yeast",0.0294
"USV1",0.1674,0.77075,"NO","yeast",0.2172
"YPL229W",0.082625,0.555625,"NO","yeast",0.1487
"CET1",0.0797,1.13265,"YES","yeast",0.0704
"ALG5",0.06075,0.714875,"YES","yeast",0.085
"NEW1",0.024225,0.71865,"YES","yeast",0.0337
"YPL225W",0.0184,0.782775,"NO","yeast",0.0235
"SAT4",0.04435,0.89475,"NO","yeast",0.0496
"MMT2",0.11345,0.961025,"NO","yeast",0.1181
"GRE1",0.0703,1.437025,"NO","yeast",0.0489
"FMP40",0.099725,0.989475,"NO","yeast",0.1008
"FLC1",0.0472,0.808225,"NO","yeast",0.0584
"RPL1B",0.00415,0.18255,"NO","yeast",0.0227
"PCL8",0.055875,0.69505,"NO","yeast",0.0804
"SAR1",6e-04,0.463475,"NO","yeast",0.0013
"BMS1",0.04915,1.062725,"NO","yeast",0.0462
"YPL216W",0.28515,0.804225,"NO","yeast",0.3546
"CBP3",0.043,1.078475,"YES","yeast",0.0399
"RVS161",0.002325,0.5529,"YES","yeast",0.0042
"THI6",0.047675,0.894925,"YES","yeast",0.0533
"LEA1",0.089925,0.664575,"YES","yeast",0.1353
"PUS1",0.03955,0.83825,"YES","yeast",0.0472
"NIP7",0.0113,0.676675,"YES","yeast",0.0167
"SRP72",0.076875,0.693775,"YES","yeast",0.1108
"IPL1",0.041325,0.694525,"YES","yeast",0.0595
"RKM1",0.13195,0.711275,"YES","yeast",0.1855
"TYW1",0.054725,0.8949,"YES","yeast",0.0612
"PGC1",0.056325,0.789525,"YES","yeast",0.0713
"YPL205C",0.046325,0.0902,"NO","yeast",0.5136
"ADY2",0.02465,0.71485,"YES","yeast",0.0345
"HRR25",0.019375,0.562475,"YES","yeast",0.0344
"TPK2",0.017275,0.63075,"NO","yeast",0.0274
"AFT2",0.127725,0.7992,"YES","yeast",0.1598
"YIG1",0.154875,0.69325,"YES","yeast",0.2234
"CSM4",0.24915,0.67225,"YES","yeast",0.3706
"YPL199C",0.069575,0.90395,"NO","yeast",0.077
"RPL7B",0.020625,0.328475,"NO","yeast",0.0628
"OXR1",0.028275,1.098975,"NO","yeast",0.0257
"APL5",0.080925,0.793525,"NO","yeast",0.102
"DDC1",0.103575,0.942475,"NO","yeast",0.1099
"ADP1",0.036,0.77985,"YES","yeast",0.0462
"DEP1",0.043225,0.709675,"NO","yeast",0.0609
"RSA1",0.220425,0.7868,"NO","yeast",0.2802
"PRM3",0.29305,0.6404,"NO","yeast",0.4576
"YPL191C",0.15565,0.944525,"NO","yeast",0.1648
"NAB3",0.069125,0.872775,"NO","yeast",0.0792
"COA2",0.056275,0.7994,"NO","yeast",0.0704
"GUP2",0.098225,0.705125,"NO","yeast",0.1393
"POS5",0.035225,0.834925,"NO","yeast",0.0422
"MF(ALPHA)1",0.0663,1.136875,"NO","yeast",0.0583
"UIP4",0.2064,0.733575,"NO","yeast",0.2814
"MRN1",0.042425,0.871875,"NO","yeast",0.0487
"PGK1",0.008575,0.09825,"NO","yeast",0.0873
"RTC6",0.123425,0.7678,"NO","yeast",0.1608
"RTT10",0.102675,0.896025,"YES","yeast",0.1146
"CTI6",0.115775,1.147525,"YES","yeast",0.1009
"TCO89",0.12715,1.056125,"YES","yeast",0.1204
"PPQ1",0.03395,0.626025,"NO","yeast",0.0542
"CBC2",0.0112,0.76155,"NO","yeast",0.0147
"CUP9",0.116725,0.592075,"YES","yeast",0.1971
"TRE1",0.090875,0.866075,"NO","yeast",0.1049
"SPT14",0.035775,0.753775,"NO","yeast",0.0475
"NIP100",0.28275,0.787725,"NO","yeast",0.3589
"POL4",0.1386,0.756425,"YES","yeast",0.1832
"MRPL40",0.04975,0.8096,"YES","yeast",0.0615
"COX10",0.056275,0.890225,"NO","yeast",0.0632
"OYE3",0.192225,0.936825,"YES","yeast",0.2052
"DAP1",0.03555,0.840925,"YES","yeast",0.0423
"MEX67",0.033825,0.8253,"NO","yeast",0.041
"YPL168W",0.226775,0.735375,"NO","yeast",0.3084
"REV3",0.122,0.9454,"NO","yeast",0.129
"ATG29",0.15065,0.788025,"NO","yeast",0.1912
"SET6",0.083275,0.800625,"YES","yeast",0.104
"MLH3",0.136725,0.7943,"YES","yeast",0.1721
"YCR015C",0.173875,0.7227,"NO","yeast",0.2406
"SVS1",0.157075,0.527375,"YES","yeast",0.2978
"YPL162C",0.07315,0.5021,"YES","yeast",0.1457
"BEM4",0.159125,1.013325,"YES","yeast",0.157
"CDC60",0.02975,0.724125,"YES","yeast",0.0411
"PET20",0.1084,0.5651,"YES","yeast",0.1918
"AIM44",0.145925,0.87235,"YES","yeast",0.1673
"TGS1",0.075575,0.83335,"YES","yeast",0.0907
"PRM4",0.15615,0.732125,"NO","yeast",0.2133
"KIP2",0.069425,0.8778,"NO","yeast",0.0791
"PEP4",0.019325,0.6364,"NO","yeast",0.0304
"YCR016W",0.126775,0.770125,"NO","yeast",0.1646
"RAD53",0.044375,0.80935,"NO","yeast",0.0548
"RRD2",0.049375,0.8879,"NO","yeast",0.0556
"PRP46",0.0843,0.88575,"NO","yeast",0.0952
"YPL150W",0.0661,0.9466,"NO","yeast",0.0698
"ATG5",0.143125,0.828575,"NO","yeast",0.1727
"PPT2",0.13735,0.917575,"NO","yeast",0.1497
"PXA1",0.037525,0.99175,"YES","yeast",0.0378
"NOP53",0.0888,0.53665,"YES","yeast",0.1655
"KES1",0.015575,0.596425,"NO","yeast",0.0261
"POC4",0.1544,0.779525,"NO","yeast",0.1981
"CWH43",0.059975,0.76385,"NO","yeast",0.0785
"RPL33A",0,0.1239,"NO","yeast",0
"FRK1",0.098275,0.86815,"NO","yeast",0.1132
"MKK2",0.0757,0.84225,"NO","yeast",0.0899
"UME1",0.119825,0.92825,"NO","yeast",0.1291
"SPP1",0.093575,0.78425,"NO","yeast",0.1193
"GIP3",0.094275,0.7678,"YES","yeast",0.1228
"ISU1",0.036775,0.649325,"NO","yeast",0.0566
"ODC1",0.034225,0.615875,"NO","yeast",0.0556
"RDS2",0.0815,0.815,"NO","yeast",0.1
"COX11",0.072275,0.934525,"YES","yeast",0.0773
"SRD1",0.182925,1.4139,"NO","yeast",0.1294
"RPL5",0.006075,0.1369,"YES","yeast",0.0444
"SPO19",0.129875,0.904525,"NO","yeast",0.1436
"TAF14",0.021925,0.621725,"NO","yeast",0.0353
"TBF1",0.035325,0.887975,"NO","yeast",0.0398
"HHO1",0.071675,0.504175,"YES","yeast",0.1422
"NAN1",0.053775,0.72115,"NO","yeast",0.0746
"KAP120",0.035075,0.77895,"NO","yeast",0.045
"SPC29",0.09715,1.391025,"NO","yeast",0.0698
"RNY1",0.072825,1.142125,"YES","yeast",0.0638
"TFB2",0.014425,0.593525,"YES","yeast",0.0243
"MAK32",0.12225,0.86875,"NO","yeast",0.1407
"MEI5",0.1196,0.8095,"YES","yeast",0.1477
"VPS30",0.11195,0.908525,"NO","yeast",0.1232
"DBP1",0.058925,1.182875,"NO","yeast",0.0498
"MRP51",0.0385,0.643925,"NO","yeast",0.0598
"IDI1",0.027525,0.6823,"NO","yeast",0.0403
"HOS3",0.045325,0.753625,"YES","yeast",0.0601
"BEM3",0.085475,0.828425,"YES","yeast",0.1032
"YPL113C",0.093675,0.7742,"YES","yeast",0.121
"PEX25",0.07365,0.57125,"NO","yeast",0.1289
"CAR1",0.0453,0.75015,"NO","yeast",0.0604
"PET18",0.0796,1.497475,"YES","yeast",0.0532
"GDE1",0.075725,0.9493,"NO","yeast",0.0798
"YPL109C",0,0.5775,"NO","yeast",0
"YPL109C",0.04735,0.9775,"NO","yeast",0.0484
"YPL108W",0.083325,0.642425,"YES","yeast",0.1297
"YPL107W",0.09275,0.68635,"YES","yeast",0.1351
"SSE1",0.018975,0.578275,"YES","yeast",0.0328
"SYH1",0.15055,0.819075,"YES","yeast",0.1838
"MSD1",0.08265,0.718375,"YES","yeast",0.1151
"FMP30",0.061725,0.932775,"YES","yeast",0.0662
"ELP4",0.066525,0.924825,"NO","yeast",0.0719
"MAK31",0.078025,1.03795,"YES","yeast",0.0752
"ATG21",0.0514,0.87155,"NO","yeast",0.059
"INA17",0.187175,0.94325,"NO","yeast",0.1984
"MGR2",0.043175,0.537475,"YES","yeast",0.0803
"MSY1",0.10915,0.86085,"YES","yeast",0.1268
"ERI1",0.076325,0.39615,"YES","yeast",0.1927
"PNG1",0.0871,1.005325,"YES","yeast",0.0866
"EEB1",0.0558,1.12575,"YES","yeast",0.0496
"SEC62",0.044125,0.46635,"YES","yeast",0.0946
"NOG1",0.012425,0.4481,"YES","yeast",0.0277
"SSU1",0.07535,0.643175,"YES","yeast",0.1172
"HTL1",0.113875,0.60215,"YES","yeast",0.1891
"CYS3",0.01245,0.525175,"NO","yeast",0.0237
"ECM1",0.100475,0.491825,"NO","yeast",0.2043
"GLR1",0.025225,0.685625,"NO","yeast",0.0368
"RPS6A",0.004925,0.119325,"YES","yeast",0.0413
"RLM1",0.1004,0.926175,"NO","yeast",0.1084
"YPL088W",0.06725,0.936775,"YES","yeast",0.0718
"YDC1",0.03785,0.573475,"YES","yeast",0.066
"ELP3",0.00365,1.42025,"NO","yeast",0.0026
"SEC16",0.193075,0.8316,"NO","yeast",0.2322
"BRO1",0.0801,0.7326,"NO","yeast",0.1093
"SEN54",0.1591,1.24135,"NO","yeast",0.1282
"MOT1",0.029525,0.943875,"NO","yeast",0.0313
"HSP30",0.05885,0.55835,"NO","yeast",0.1054
"RPS9A",0.0041,0.466725,"NO","yeast",0.0088
"RPL21B",0.005125,0.13655,"NO","yeast",0.0375
"ATP4",0.038925,0.56615,"YES","yeast",0.0688
"YPL077C",0.042575,1.3132,"YES","yeast",0.0324
"GPI2",0.049225,0.56415,"YES","yeast",0.0873
"GCR1",0.0581,0.62915,"NO","yeast",0.0923
"YTA6",0.065775,0.737575,"NO","yeast",0.0892
"UBP16",0.190975,0.778425,"NO","yeast",0.2453
"YPL071C",0.12665,0.54715,"NO","yeast",0.2315
"MUK1",0.05685,0.74535,"YES","yeast",0.0763
"YCR023C",0.0648,0.787975,"NO","yeast",0.0822
"BTS1",0.054375,0.55465,"YES","yeast",0.098
"YPL068C",0.199175,0.787825,"YES","yeast",0.2528
"YPL067C",0.121875,0.89545,"YES","yeast",0.1361
"RGL1",0.084325,0.69825,"YES","yeast",0.1208
"VPS28",0.057425,1.002325,"YES","yeast",0.0573
"CWC27",0.155175,0.785075,"NO","yeast",0.1977
"TIM50",0.052725,0.778625,"NO","yeast",0.0677
"YPL062W",0.2367,0.135425,"NO","yeast",1.7478
"ALD6",0.0103,0.472025,"NO","yeast",0.0218
"MFM1",0.03955,1.2302,"NO","yeast",0.0321
"SLM5",0.080525,0.86775,"NO","yeast",0.0928
"GRX5",0.036,0.66265,"NO","yeast",0.0543
